Neighborhood,Neighborhood_real,Venue Category,Venue,Neighborhood_Latitude,Neighborhood_Longitude,location_address,location_formattedAddress,location_crossStreet,location_neighborhood,id,location_postalCode,location_city,location_state,location_country,Venue_Category_Real,categories_name,categories_pluralName,cluster_label
Ghaziabad,Dilshad Garden ,Market,National store,28.6868,77.3238,O-35/A-2,O-35/A-2 (O-pocket Dilshad Garden),O-pocket Dilshad Garden,Dilshad Garden,524a97b7498eb075dbdb84c6,110095,New Delhi,Delhi,India,Department Store,Department Store,Department Stores,36
"Sector 2, 18, 19, 25, 26, 27, 30, 36, 44, 51, 55, 61, 62, 92, 93 Noida",,Market,Rajnigandha market,28.57649864,77.30839318,Sector 15a,Sector 15a,,Sector 15a,4ce8ec10f86537044efeb3c4,,New Delhi,Delhi,India,Department Store,Department Store,Department Stores,22
"Sector 11, 12, 14, 15, 16, 24, 25 Gurugram",,Market,Bhagwati Department Store,28.47861063,77.0606541,,India,,,56a61b41498e3eaf808a241f,,New Delhi,Delhi,India,Department Store,Department Store,Department Stores,0
Civil Lines,,Market,Kwik Save,28.68100982,77.18785654,,India,,,4f6336e5e4b02cbb7dd024b8,,New Delhi,Delhi,India,Department Store,Department Store,Department Stores,20
"Sector 26, 26A, 27, 28, 29, 30 Gurugram",,Market,AaramShop c/o Relax Point,28.47112318,77.10221765,,India,,,4f3e469fe4b01701e921770c,,New Delhi,Delhi,India,Department Store,Department Store,Department Stores,7
Sarojini Nagar,Sarojini Nagar,Market,South Square Multilevel Parking,28.57743438,77.1956225,,India,,,4ed0bf67d3e3521ce60cbd27,,New Delhi,Delhi,India,Department Store,Department Store,Department Stores,38
C.C.I. ,C.C.I. ,Market,24 *7 kamla nagar,28.69445529,77.19534736,malka ganj,malka ganj (Banglow road),Banglow road,C.C.I.,4fd6495ae4b078418acc28d8,110007,New Delhi,Delhi,India,Department Store,Department Store,Department Stores,20
"Sector 2, 18, 19, 25, 26, 27, 30, 36, 44, 51, 55, 61, 62, 92, 93 Noida",,Market,Jal Vayu Vihar Shopping Complex,28.5846808,77.33783863,"Jal Vayu Vihar, Sector 25","Jal Vayu Vihar, Sector 25 (Opposite Bal Bharti Public School)",Opposite Bal Bharti Public School,Opposite Bal Bharti Public School,4c2ccfd4721695214d727f8f,India,New Delhi,Delhi,India,Market,Market,Markets,22
Lajpat Nagar,Abul Fazal Enclave-I ,Market,24 Seven,28.562665,77.269074,,New Delhi 110025,,Abul Fazal Enclave-I         ,5c101541b9a5a8002cd808fc,110025,New Delhi,Delhi,India,Department Store,Department Store,Department Stores,9
DLF Phase II III IV,DLF Phase II III IV,Market,Big Bazar,28.50349256,77.09720983,Ambience Mall,Ambience Mall,,Ambience Mall,4ef5dc3e29c26831882291a9,122001,New Delhi,Delhi,India,Department Store,Department Store,Department Stores,19
Sagarpur / Rohini,Rani Bagh,Market,sri nagar gali no 2,28.68238409,77.13608836,,India,,,5631e00f498efe8698feeb88,,New Delhi,Delhi,India,Department Store,Department Store,Department Stores,11
Vasant Kunj,Vasant Kunj Mall Road,Market,"Big Bazaar, Ambience Mall",28.54098324,77.15500526,Nelson Mandela Road,Nelson Mandela Road,,Mahipal Pur,4d9875f0a2c65481be77f153,,New Delhi,Delhi,India,Department Store,Department Store,Department Stores,25
Rajouri Garden,Dabri,Market,Dwarka Market,28.60069849,77.0825983,Mahavir Enclave,Mahavir Enclave,,Mahavir Enclave,4fc0f84ee4b008d93a95bb6d,,New Delhi,Delhi,India,Department Store,Department Store,Department Stores,3
Gurgaon Road ,,Market,Spar Hypermarket,28.47846205,77.08183058,MGF Metropolis Mall,"MGF Metropolis Mall (MG Road,)","MG Road,","MG Road,",5556cd5c498eb195bfd8242f,,New Delhi,Delhi,India,Department Store,Department Store,Department Stores,7
Greater Noida,,Market,Big Shop | AMUL MILK VENDOR (PURVANCHAL HEIGHTS),28.5037651,77.52146577,Sector Zeta I,Sector Zeta I,,Sector Zeta I,50a88036e4b007904b466b52,,New Delhi,Delhi,India,Department Store,Department Store,Department Stores,10
Ghaziabad,"Indirapuram, Ghaziabad",Market,easy day,28.63912213,77.37782671,Jaipuria Mall,Jaipuria Mall,,Jaipuria Mall,5145d8f4e4b0fd5cc04e105e,201014,New Delhi,Delhi,India,Department Store,Department Store,Department Stores,8
Chakkarpur ,Chakkarpur ,Market,Kumi,28.475695,77.0931,,Gurugram 122002,,Gurugram 122002,5e4fd8b978f4e2000865ddeb,122002,New Delhi,Delhi,India,Department Store,Department Store,Department Stores,7
"Sector 53, 54, 55, 58, 59, 62, 65, 66, 67, 69, 70, 72 Gurugram",,Market,Easyday Market,28.41268388,77.04259591,Sohna Road,Sohna Road,,Sohna Road,4d5fbc2b865a224b012ea285,,New Delhi,Delhi,India,Department Store,Department Store,Department Stores,18
Vasant Kunj,Vasant Vihar,Market,Modern Bazaar,28.5588537,77.163898,"Basant Lok, Vasant Vihar","Basant Lok, Vasant Vihar",,"Basant Lok, Vasant Vihar",4c12258b583c9c7490313fa4,,New Delhi,Delhi,India,Department Store,Department Store,Department Stores,25
Rajouri Garden,Kirti Nagar,Market,More Megastore,28.65702639,77.14671204,Moments Mall,Moments Mall (Near Kirti Nagar Metro Station),Near Kirti Nagar Metro Station,Near Kirti Nagar Metro Station,4f6c743fe4b04cb292cc00bc,,New Delhi,Delhi,India,Department Store,Department Store,Department Stores,27
Karol Bagh,,Market,Big Bazaar,28.67384233,77.16953741,,Delhi,,,4ea3dc1b9adff6343a423130,,New Delhi,Delhi,India,Department Store,Department Store,Department Stores,5
"Sector 53, 54, 55, 58, 59, 62, 65, 66, 67, 69, 70, 72 Gurugram",,Market,sodhi super market nirvana,28.413925,77.071844,,India,,,58d767639398ab4da8bdece5,,New Delhi,Delhi,India,Department Store,Department Store,Department Stores,18
"Sector 2, 18, 19, 25, 26, 27, 30, 36, 44, 51, 55, 61, 62, 92, 93 Noida",,Market,sector 26 block c market,28.5789931,77.33753776,,Noida,,Noida,4eb298ec9adfb95b77cd116c,,New Delhi,Delhi,India,Department Store,Department Store,Department Stores,22
Rajouri Garden,D.E.S.U. Colony ,Market,Big Bazaar,28.628706,77.076283,,New Delhi 110058,,D.E.S.U. Colony,5b4f3f89de3bbf002cfa1703,110058,New Delhi,Delhi,India,Department Store,Department Store,Department Stores,3
Shahdara,Vishwas Nagar,Market,METRO Cash & Carry,28.66083239,77.29757643,,Delhi,,,4f940a2be4b0a20c26d194de,,New Delhi,Delhi,India,Big Box Store,Big Box Store,Big Box Stores,36
Sagarpur / Rohini,,Market,SRS Value Bazaar,28.45288773,77.08164997,Sushant Lok,Sushant Lok (C Block),C Block,C Block,4c4bc831bad7a593147250ac,,New Delhi,Delhi,India,Department Store,Department Store,Department Stores,34
Ghaziabad,,Market,DDA Market,28.72344528,77.1277412,,"Sector 13, rohini","Sector 13, rohini","Sector 13, rohini",4d4cb680b887a1cdb9beb3a0,,New Delhi,Delhi,India,Department Store,Department Store,Department Stores,32
Aliganj ,Shahpur Jat,Market,In And Out,28.54261368,77.21839524,"Panchsheel Park, Rajendra Nagar, Ghaziabad, Uttar Pradesh","Panchsheel Park, Rajendra Nagar, Ghaziabad, Uttar Pradesh",,"Panchsheel Park, Rajendra Nagar, Ghaziabad, Uttar Pradesh",4ee349505c5cfa48f946d327,,New Delhi,Delhi,India,Department Store,Department Store,Department Stores,2
"Sector 2, 18, 19, 25, 26, 27, 30, 36, 44, 51, 55, 61, 62, 92, 93 Noida",Defence Colony,Hotel,Godrej Nature's Basket,28.57656614,77.23851424,Defence Colony,Defence Colony,,Defence Colony,4d99e00faf3d236a577c5cc7,,New Delhi,Delhi,India,Gourmet,Gourmet Shop,Gourmet Shops,33
"Sector 26, 26A, 27, 28, 29, 30 Gurugram",,Market,Easy Day,28.59704606,77.36479671,Shopprix Mall,Shopprix Mall,,Shopprix Mall,4ff90cd4e4b09751a8540677,,New Delhi,Delhi,India,Convenience Store,Convenience Store,Convenience Stores,16
,,Market,Forever New,28.467379,77.081921,,India,,,518b5853498e3e576a0616fc,,New Delhi,Delhi,India,Department Store,Department Store,Department Stores,34
Sector 12 Noida,Noida Sector 12,Market,DLF Mall Of India,28.56750323,77.32136218,Ashok Marg,Ashok Marg (Sector 18),Sector 18,Sector 18,4e3116ef45ddbe0f665c2651,201301,New Delhi,Delhi,India,Mall,Shopping Mall,Shopping Malls,22
Saket,"Distt. Court Complex, Saket ",Market,Select Citywalk,28.52867789,77.21913629,"A-3, District Centre, Saket","A-3, District Centre, Saket (Saket)",Saket,Distt. Court Complex  Saket   ,4b68f120f964a5201b942be3,110017,New Delhi,Delhi,India,Mall,Shopping Mall,Shopping Malls,23
Aliganj ,,Market,Ansal Plaza,28.5638623,77.21973137,August Kranti Marg,August Kranti Marg,,August Kranti Marg,4bb70634ef159c7438c376f7,,New Delhi,Delhi,India,Mall,Shopping Mall,Shopping Malls,33
"Sector 31, 32, 38, 39, 41, 43, 45, 47, 49, 50 Gurugram",Sector 43 - Gurugram,Market,Global Foyer,28.46046095,77.09535602,Golf Course Road,Golf Course Road (Sector 43 Vishwa Karma Marg),Sector 43 Vishwa Karma Marg,Sector 43 Vishwa Karma Marg,4e79d6f4b0fb56198facf8cc,122022,New Delhi,Delhi,India,Mall,Shopping Mall,Shopping Malls,34
Rajouri Garden,Ashok Nagar ,Market,Pacific Mall,28.64233398,77.1065039,Subhash Nagar,Subhash Nagar (New Delhi),New Delhi,Ashok Nagar,4e195ee662e12640d87ec2a0,110018,New Delhi,Delhi,India,Mall,Shopping Mall,Shopping Malls,3
Arjun Nagar ,Arjun Nagar ,Market,Baani Square,28.42564098,77.05752291,,Gurgaon 122001,,Gurgaon 122001,4eccbcaab6344934dcfc0f9c,122001,New Delhi,Delhi,India,Mall,Shopping Mall,Shopping Malls,18
Delhi Cantonment,,Market,Worldmark,28.55042,77.121765,Aerocity District,Aerocity District,,Delhi Cantt,5073c0e0e4b0d20e6083351b,,New Delhi,Delhi,India,Mall,Shopping Mall,Shopping Malls,14
Masood Pur ,Masood Pur ,Market,DLF Emporio,28.54321515,77.15685501,"Nelson Mandela Road, Vasant Kunj","Nelson Mandela Road, Vasant Kunj",,Masood Pur,4c2f5dc1a0ced13ac55a106e,110070,New Delhi,Delhi,India,Mall,Shopping Mall,Shopping Malls,25
Masood Pur ,Masood Pur ,Market,DLF Promenade,28.54231134,77.15630114,"Nelson Mandela Road, Vasant Kunj","Nelson Mandela Road, Vasant Kunj",,Masood Pur,4cd29e7c2b52a09338b41f39,110070,New Delhi,Delhi,India,Mall,Shopping Mall,Shopping Malls,25
Masood Pur ,Masood Pur ,Market,Ambience Mall,28.54101219,77.15512759,"Nelson Mandela Rd., Vasant Kunj","Nelson Mandela Rd., Vasant Kunj",,Masood Pur,4c6d35ba6af58cfab8bf8817,110070,New Delhi,Delhi,India,Mall,Shopping Mall,Shopping Malls,25
"Sector 31, 32, 38, 39, 41, 43, 45, 47, 49, 50 Gurugram",,Market,Gold Souk,28.45061667,77.07856276,,Gurgaon,,Gurgaon,4bc05cc4920eb71322d2182c,,New Delhi,Delhi,India,Mall,Shopping Mall,Shopping Malls,34
"Sector 2, 18, 19, 25, 26, 27, 30, 36, 44, 51, 55, 61, 62, 92, 93 Noida",,Market,Gardens Galleria,28.56471539,77.32165065,,Noida,,Noida,568910b5498e4403da9430cd,,New Delhi,Delhi,India,Mall,Shopping Mall,Shopping Malls,22
"Sector 49, Fatehpur",,Market,Good Earth City Centre,28.42176629,77.05318295,,India,,,5448a95f498e25e937fa166c,,New Delhi,Delhi,India,Mall,Shopping Mall,Shopping Malls,18
Gurgaon Road ,,Market,MGF Metropolitan,28.48077375,77.08024303,MG Road,MG Road (M G Road),M G Road,M G Road,4bb353bc2397b713e6f037b3,,New Delhi,Delhi,India,Mall,Shopping Mall,Shopping Malls,7
DLF Phase II III IV,Galleria DLF-IV ,Market,Cross Point Mall,28.46842634,77.08312642,DLF Phase 4,DLF Phase 4,,DLF Phase 4,4f507435e4b0e40851d0d20c,122009,New Delhi,Delhi,India,Mall,Shopping Mall,Shopping Malls,7
"Sector 31, 32, 38, 39, 41, 43, 45, 47, 49, 50 Gurugram",Gurgaon Sector 45 ,Market,South Point mall,28.44807266,77.09915825,DLF Phase V,DLF Phase V,,DLF Phase V,4e21b2eb1f6effe84f739608,122003,New Delhi,Delhi,India,Mall,Shopping Mall,Shopping Malls,24
DLF Phase II III IV,,Market,MGF Metropolis,28.47928148,77.08174961,DLF City,DLF City,,DLF City,50fa5d68e4b022d513768993,,New Delhi,Delhi,India,Mall,Shopping Mall,Shopping Malls,7
Chakkarpur ,Chakkarpur ,Market,Ambience Mall,28.50578421,77.09584551,"Ambience Island, NH-8","Ambience Island, NH-8 (Near Delhi-Gurgaon Toll)",Near Delhi-Gurgaon Toll,Near Delhi-Gurgaon Toll,4b67c5a6f964a5204f5d2be3,122002,New Delhi,Delhi,India,Mall,Shopping Mall,Shopping Malls,19
"Sector 53, 54, 55, 58, 59, 62, 65, 66, 67, 69, 70, 72 Gurugram",,Market,Hong Kong Bazaar,28.42127547,77.09054104,Sector 57,Sector 57,,Sector 57,4d35a57fc75a6ea842012aae,,New Delhi,Delhi,India,Mall,Shopping Mall,Shopping Malls,24
Delhi Cantonment,505 A B Workshop ,Market,Gopinath Bazaar,28.59672922,77.13383451,Delhi Cantt,Delhi Cantt,,505 A B Workshop,4bdee14089ca76b065a35d5e,110010,New Delhi,Delhi,India,Mall,Shopping Mall,Shopping Malls,35
Ghaziabad,,Market,EDM Mall,28.64122242,77.31699821,"1, Meerut Road, Kaushambhi","1, Meerut Road, Kaushambhi (Meerut Road)",Meerut Road,Meerut Road,4e9064557ee60278a5d2187d,,New Delhi,Delhi,India,Mall,Shopping Mall,Shopping Malls,1
Sagarpur / Rohini,Anandvas Shakurpur ,Market,Netaji Subhash Place,28.69375108,77.14987855,Shakurpur Colony,Shakurpur Colony,,Anandvas Shakurpur,4cb9e9a086dd9521cc6fabe6,110034,New Delhi,Delhi,India,Mall,Shopping Mall,Shopping Malls,11
Chakkarpur ,Chakkarpur ,Market,DLF Central Arcade,28.48114297,77.08603796,DLF Phase II,DLF Phase II (Mehrauli Gurgaon Road),Mehrauli Gurgaon Road,Mehrauli Gurgaon Road,4bd53b086f649521d5d36eec,122002,New Delhi,Delhi,India,Mall,Shopping Mall,Shopping Malls,7
Rajouri Garden,Janta Market ,Market,City Square Mall,28.65013222,77.12333394,"7-8, District Center, Shivaji Marg, Rajouri Garden","7-8, District Center, Shivaji Marg, Rajouri Garden",,Janta Market,4b8f731cf964a520d65433e3,110027,New Delhi,Delhi,India,Mall,Shopping Mall,Shopping Malls,27
Arjun Nagar ,Arjun Nagar ,Market,DT Star Mall,28.46020179,77.05203047,Delhi Gurgaon Expressway,Delhi Gurgaon Expressway,,Delhi Gurgaon Expressway,4c4b1e95f7cc1b8df9bb703f,122001,New Delhi,Delhi,India,Mall,Shopping Mall,Shopping Malls,0
Gurgaon Road ,,Market,Gurgaon Central,28.47901842,77.07597724,Iffco Chowk,Iffco Chowk (MG Road),MG Road,MG Road,4c14d78ba9c220a15e1c589d,,New Delhi,Delhi,India,Mall,Shopping Mall,Shopping Malls,7
Dwarka,Bagdola ,Market,Pacific Mall Dwarka,28.552099,77.057913,,New Delhi 110077,,Bagdola,5dd139021169e900078e7b78,110077,New Delhi,Delhi,India,Mall,Shopping Mall,Shopping Malls,12
"Sector 31, 32, 38, 39, 41, 43, 45, 47, 49, 50 Gurugram",Fazilpur ,Market,Bharti Worldmark 2,28.399098,77.077763,Sector 65,Sector 65,,Sector 65,5dbc256e2847c5000870c490,122101,New Delhi,Delhi,India,Mall,Shopping Mall,Shopping Malls,18
"Sector 31, 32, 38, 39, 41, 43, 45, 47, 49, 50 Gurugram",Gurgaon Sector 45 ,Market,Ardee City Mall,28.444672,77.08082,,Gurugram 122003,,Gurugram 122003,5c9b6bfbf193c0002ca2e045,122003,New Delhi,Delhi,India,Mall,Shopping Mall,Shopping Malls,34
Faridabad,Sector 9 - Faridabad,Market,Omaxe World Street,28.38735,77.3533,,Far?d?b?d 121002,,Far?d?b?d 121002,5ba64cc318d43b002c8c6e65,121002,New Delhi,Delhi,India,Mall,Shopping Mall,Shopping Malls,4
"Sector 2, 18, 19, 25, 26, 27, 30, 36, 44, 51, 55, 61, 62, 92, 93 Noida",,Market,Kirtiman Plaza,28.57080396,77.34260653,Sector-30,Sector-30,,Sector-30,4cfa432220fe37049e114cf8,,New Delhi,Delhi,India,Mall,Shopping Mall,Shopping Malls,39
"Sector 31, 32, 38, 39, 41, 43, 45, 47, 49, 50 Gurugram",,Market,Eros City Square,28.41286324,77.05571836,,India,,,5059e06ce4b027b66aa58e70,,New Delhi,Delhi,India,Mall,Shopping Mall,Shopping Malls,18
Ghaziabad,,Market,Europark,28.65758343,77.35001565,"Link Road, NH-58","Link Road, NH-58 (Vaishali)",Vaishali,Vaishali,4e16e0f0e4cd70c587bc07fe,,New Delhi,Delhi,India,Mall,Shopping Mall,Shopping Malls,8
"Sector 2, 18, 19, 25, 26, 27, 30, 36, 44, 51, 55, 61, 62, 92, 93 Noida",,Market,mahagun mart,28.563976,77.387429,,India,,,587a358c52a05106f2497248,,New Delhi,Delhi,India,Mall,Shopping Mall,Shopping Malls,39
Baroda House / paharganj,Chilla ,Market,Samachar Market,28.59779372,77.29532175,Near Samchar Apartments,Near Samchar Apartments (Mayur Vihar 1 Ext.),Mayur Vihar 1 Ext.,Chilla,4c6676928e9120a145f7d764,110091,New Delhi,Delhi,India,Mall,Shopping Mall,Shopping Malls,22
Sarojini Nagar,Laxmi Nagar,Market,V3S Mall,28.63134286,77.27839965,Laxmi Nagar,Laxmi Nagar,,Laxmi Nagar,4c5c5943bfa59521deb371ff,,New Delhi,Delhi,India,Mall,Shopping Mall,Shopping Malls,1
Rajouri Garden,,Market,Janak Place Mall,28.62988926,77.08192384,,India,,,4fd32a18e4b0d1423ff12b4d,,New Delhi,Delhi,India,Mall,Shopping Mall,Shopping Malls,3
Sagarpur / Rohini,Avantika ,Market,Aggarwal City Plaza,28.69955768,77.11828278,Near Deepali Chowk,"Near Deepali Chowk (Sector - 7, Rohini)","Sector - 7, Rohini",Avantika,4fb90d01e4b0698549e308ec,110085,New Delhi,Delhi,India,Mall,Shopping Mall,Shopping Malls,11
Sarojini Nagar,Anand Niketan ,Market,Dlf Emporio Chanakyapuri,28.58438,77.19113,,New Delhi 110021,,Anand Niketan,59c52c8850a6f05ddce63f35,110021,New Delhi,Delhi,India,Mall,Shopping Mall,Shopping Malls,38
Dwarka,,Market,Vardhman Plus City Mall,28.56467481,77.05430085,,India,,,4e5a2915c65bcd7cbe3defb9,,New Delhi,Delhi,India,Mall,Shopping Mall,Shopping Malls,12
Shahdara,Vishwas Nagar,Market,Aggarwal Funcity Mall,28.66063529,77.29824471,,CBD,CBD,CBD,4df4ed33d4c01ff6b2f13787,,New Delhi,Delhi,India,Mall,Shopping Mall,Shopping Malls,36
Dwarka,"Distt. Court Complex, Dwarka ",Market,Vegas Mall,28.601172,77.029908,,New Delhi 110078,,Kakrola,5dcfec4a59fd0a0007d0ebdd,110078,New Delhi,Delhi,India,Mall,Shopping Mall,Shopping Malls,12
Chakkarpur ,Chakkarpur ,Market,DT Mega Mall,28.44947665,77.09311368,DLF Phase 1,DLF Phase 1 (None),None,DLF Phase 1 (None),4caafd96f47ea14319678721,122002,New Delhi,Delhi,India,Mall,Shopping Mall,Shopping Malls,34
Karol Bagh,,Market,"D Block, Connaught Place",28.63796228,77.1934382,,India,,,5448dc9a498e84f0da18f4c5,,New Delhi,Delhi,India,Stationery Store,Stationery Store,Stationery Stores,5
Arjun Nagar ,Arjun Nagar ,Market,Asha Stationers,28.453177,77.051162,,Gurugram 122001,,Gurugram 122001,5c62eb6c6eda02002c6c4c03,122001,New Delhi,Delhi,India,Stationery Store,Stationery Store,Stationery Stores,0
"Sector 31, 32, 38, 39, 41, 43, 45, 47, 49, 50 Gurugram",Gurgaon Sector 45 ,Market,Parth Stationers,28.453283,77.05133,"Shop No 181, Huda Market","Shop No 181, Huda Market",,"Shop No 181, Huda Market",5decbbfb643a2d00084adb8a,122003,New Delhi,Delhi,India,Stationery Store,Stationery Store,Stationery Stores,0
Sarojini Nagar,Anand Niketan ,Market,Origin One,28.578922,77.166931,A 4 Anand Niketan,A 4 Anand Niketan,,Anand Niketan,57520234498e458bc792e06c,110021,New Delhi,Delhi,India,Stationery Store,Stationery Store,Stationery Stores,38
Civil Lines,Kingsway Camp,Market,Goel Book Depot,28.69935036,77.19116211,,India,,,54fc4c3e498eebc20667c21f,,New Delhi,Delhi,India,Stationery Store,Stationery Store,Stationery Stores,20
Arjun Nagar ,Arjun Nagar ,Market,Anand Stationery Shop,28.473363,77.048617,Shop No. 23,Shop No. 23 (Sector-14),Sector-14,Sector-14,538b181f498e1afc163eed80,122001,New Delhi,Delhi,India,Stationery Store,Stationery Store,Stationery Stores,0
"Sector 26, 26A, 27, 28, 29, 30 Gurugram",,Market,Galaxy Stores,28.471771,77.102036,,India,,,5768101b498e440e0005edf3,,New Delhi,Delhi,India,Stationery Store,Stationery Store,Stationery Stores,7
Arjun Nagar ,Arjun Nagar ,Market,Cafe Munjal,28.45302,77.05107,,Gurugram 122001,,Gurugram 122001,5c6957bb135b39002c99ddc7,122001,New Delhi,Delhi,India,Stationery Store,Stationery Store,Stationery Stores,0
Chakkarpur ,Chakkarpur ,Market,Nappa Dori,28.45127,77.09804,,Gurugram 122002,,Gurugram 122002,59dcc1fdb6eedb7f8ecfcad5,122002,New Delhi,Delhi,India,Stationery Store,Stationery Store,Stationery Stores,34
Saket,"Distt. Court Complex, Saket ",Market,Nappa Dori,28.528585,77.21917,,New Delhi 110017,,Distt. Court Complex  Saket   ,5950d79a3731ee3b68c6f9d6,110017,New Delhi,Delhi,India,Leather Goods,Leather Goods Store,Leather Goods Stores,23
Aliganj ,Aliganj ,Market,Anand Stationers,28.600186,77.227439,Khan Market,Khan Market,,Delhi High Court,5531efbf498e8463268e2327,110003,New Delhi,Delhi,India,Stationery Store,Stationery Store,Stationery Stores,26
,,Market,Prakash Book Depot,28.69293785,77.17150116,Ashok Vihar Deep Market,Ashok Vihar Deep Market (Behind Shankar Food),Behind Shankar Food,Behind Shankar Food,5524cb6f498e167e5ce84583,,New Delhi,Delhi,India,Stationery Store,Stationery Store,Stationery Stores,20
Greater Noida,Beta II Greater Noida,Market,MINI SO?,28.488858,77.514318,,Greater Noida 201308,,Greater Noida 201308,5c28d68f336273002c6f7984,201308,New Delhi,Delhi,India,Outlet Store,Outlet Store,Outlet Stores,10
Green Park,Green Park Market ,Market,Rickshaw Recycle,28.557789,77.208017,,New Delhi 110016,,Green Park Market,5ccc146fd1a402002c029c87,110016,New Delhi,Delhi,India,Stationery Store,Stationery Store,Stationery Stores,2
"Sector 31, 32, 38, 39, 41, 43, 45, 47, 49, 50 Gurugram",Gurgaon South City II ,Market,Galaxybl,28.412983,77.055115,,Gurugram 122018,,Gurugram 122018,5a2947d83b4e003bad2e19f3,122018,New Delhi,Delhi,India,Stationery Store,Stationery Store,Stationery Stores,18
"Sector 53, 54, 55, 58, 59, 62, 65, 66, 67, 69, 70, 72 Gurugram",Gurgaon Sector 56 ,Market,Gyan Books & Stationers,28.426397,77.10258,Sector 56 Market,Sector 56 Market,,Sector 56 Market,5b8932f7ea1e44002cd46ed8,122011,New Delhi,Delhi,India,Stationery Store,Stationery Store,Stationery Stores,24
Connaught Place,Dariba Kalan,Market,G P Stationery Mart,28.65139617,77.23018974,4063 Nai Sarak,4063 Nai Sarak,,4063 Nai Sarak,54538e96498e22fa72065705,,New Delhi,Delhi,India,Stationery Store,Stationery Store,Stationery Stores,21
Sector 12 Noida,Noida Sector 12,Home,MUJI,28.566736,77.32141,,Noida 201301,,Noida 201301,59ef4f0479f6c72c825870be,201301,New Delhi,Delhi,India,Furniture / Home,Furniture / Home Store,Furniture / Home Stores,22
Civil Lines,Kamla Nagar,Market,Sudarshan Stationery (behind McDonald's),28.68109655,77.20768317,,India,,,533edf09498ec9d01b5c139a,,New Delhi,Delhi,India,Stationery Store,Stationery Store,Stationery Stores,20
